GENERATION 1
278 // [[0, 0, 0, 5], [1, 0, 0, -3], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 5, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
44 // [[1, 1, 0, 1], [0, 0, 2, -3], [0, 2, 4, -5], [0, 4, 1, -1], [1, 0, 0, 5], [1, 0, 0, -5], [0, 5, 2, -4], [0, 1, 0, 3], [0, 0, 4, 1], [0, 0, 0, 2], [0, 3, 0, 4], [1, 4, 1, -3], [0, 6, 0, -2], [0, 5, 5, -4], [0, 3, 0, 6], [0, 1, 2, -6], [0, 6, 2, 5], [0, 0, 0, 5], [0, 0, 0, 4], [0, 1, 0, -3], [1, 0, 0, -6], [0, 0, 4, -5], [1, 2, 0, 3], [0, 4, 0, -6]]
44 // [[0, 2, 0, 3], [0, 3, 3, 1], [0, 1, 0, -3], [0, 6, 3, 2], [0, 6, 4, -1], [0, 6, 3, 2], [0, 6, 0, 6], [0, 0, 0, 5], [1, 4, 0, 5], [0, 3, 4, -6], [1, 2, 0, -1], [0, 1, 3, -4], [0, 3, 2, 5], [0, 4, 5, 0], [1, 0, 0, -6], [0, 0, 1, -5], [1, 2, 1, 1], [1, 0, 0, -1], [0, 2, 5, 1], [0, 2, 0, 4], [0, 3, 0, 3], [0, 6, 0, 2], [0, 3, 5, 1], [0, 0, 0, -2]]
44 // [[1, 0, 0, 0], [0, 2, 0, 6], [0, 6, 2, 6], [1, 5, 1, -3], [0, 4, 2, -3], [1, 0, 0, 1], [0, 6, 0, 0], [0, 0, 1, -6], [1, 0, 0, 3], [0, 6, 3, -5], [0, 3, 4, 3], [1, 0, 0, 6], [1, 1, 0, 1], [0, 0, 0, 3], [0, 3, 0, -5], [0, 5, 3, 2], [0, 3, 0, 0], [0, 0, 3, 4], [1, 0, 1, 4], [0, 5, 5, -1], [0, 0, 0, 1], [1, 0, 0, -5], [0, 0, 2, -1], [0, 0, 3, -3]]
44 // [[0, 1, 1, 3], [1, 2, 1, -6], [0, 5, 0, -2], [0, 5, 1, -3], [0, 4, 0, -4], [1, 3, 1, 2], [1, 1, 0, 0], [1, 0, 0, -4], [0, 0, 5, 4], [0, 4, 0, 0], [0, 2, 3, 6], [0, 3, 0, -5], [0, 6, 4, 4], [0, 4, 2, -5], [0, 5, 0, 4], [0, 6, 4, 6], [0, 1, 0, -2], [0, 4, 0, -2], [1, 0, 0, -6], [0, 2, 0, 5], [1, 0, 0, 3], [1, 0, 0, 1], [0, 1, 3, -2], [1, 3, 1, 5]]
44 // [[0, 2, 0, 1], [0, 0, 3, -3], [1, 4, 0, 5], [0, 0, 1, 3], [0, 4, 0, 0], [0, 3, 0, -1], [0, 0, 0, -3], [1, 5, 1, -1], [0, 0, 1, 1], [1, 2, 0, -2], [0, 1, 0, 4], [0, 6, 0, 2], [0, 0, 2, -4], [0, 2, 1, -2], [0, 0, 2, 3], [1, 0, 0, 2], [0, 0, 0, -6], [1, 5, 0, 2], [0, 3, 0, 4], [0, 6, 5, 0], [1, 0, 0, -2], [0, 4, 0, -3], [0, 6, 5, -4], [0, 0, 2, 4]]
44 // [[0, 3, 3, 1], [0, 1, 0, 4], [1, 1, 0, -2], [1, 2, 0, -2], [0, 2, 5, -3], [0, 0, 1, -2], [0, 0, 1, 5], [0, 3, 3, -2], [0, 6, 1, -4], [0, 1, 5, -3], [0, 0, 0, 6], [1, 5, 0, -2], [0, 6, 4, 5], [0, 2, 3, -6], [0, 6, 0, 3], [1, 1, 1, -1], [0, 4, 2, -2], [0, 6, 4, 2], [0, 2, 5, -5], [0, 6, 0, 3], [0, 0, 0, -1], [0, 5, 2, -3], [1, 2, 0, 0], [0, 1, 0, 5]]
44 // [[1, 3, 1, -3], [0, 1, 5, -6], [0, 5, 3, -2], [1, 5, 0, 1], [0, 0, 2, 4], [0, 0, 3, 5], [0, 1, 0, 2], [0, 5, 3, -1], [0, 5, 5, -1], [0, 0, 4, 0], [1, 3, 0, 2], [0, 0, 5, 0], [0, 1, 1, 2], [0, 2, 3, 4], [1, 2, 0, 6], [0, 2, 2, 6], [1, 4, 0, -3], [0, 6, 1, 6], [1, 0, 0, 4], [0, 0, 2, -3], [1, 5, 0, 2], [0, 6, 5, -5], [0, 2, 4, -5], [0, 0, 3, -1]]
44 // [[0, 2, 3, -5], [0, 0, 1, -1], [0, 4, 0, 4], [1, 3, 0, 5], [0, 2, 3, 5], [1, 0, 0, 6], [0, 0, 0, 1], [0, 4, 1, -4], [0, 6, 3, -5], [0, 0, 2, 4], [0, 1, 3, 2], [0, 1, 5, 3], [0, 5, 2, -3], [1, 0, 1, 5], [1, 0, 0, -2], [0, 0, 2, 6], [1, 2, 0, -6], [1, 0, 0, 1], [1, 1, 0, 3], [1, 5, 0, 1], [0, 4, 0, -4], [0, 2, 2, -5], [1, 0, 0, 2], [0, 2, 1, 1]]
GENERATION 2
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
717 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
529 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
379 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
276 // [[0, 3, 2, 6], [0, 5, 3, 6], [1, 0, 0, -3.004461551258948], [1, 0, 0, -6], [0, 5, 0, 4], [0, 4, 3, 6], [1, 4, 0, 3], [0, 2, 0, -2], [1, 1, 1, -5], [1, 0, 0, 6.049803567362803], [1, 4, 1, 2], [0, 0, 1, 5], [1, 0, 0, 4], [0, 0, 2, -3], [1, 0, 0, -4], [0, 1, 5, -5], [0, 0, 0, 5], [1, 0, 0, 5], [0, 3, 2, 5], [1, 1, 0, -5], [0, 4, 5, 2], [0, 0, 0, -1], [0, 0, 3, -3], [0, 3, 4, -2]]
163 // [[1, 1, 1, -5], [0, 5, 3, 6], [0, 0, 1, 6], [1, 0, 0, -3.004461551258948], [0, 1, 0, -1], [1, 0, 0, 6.049803567362803], [1, 4, 0, 3], [0, 5, 3, -4], [0, 0, 0, -1], [1, 4, 1, 1], [0, 0, 0, 3], [0, 0, 1, 5], [0, 6, 5, 2], [0, 0, 3, -3], [1, 0, 1, 0], [0, 3, 2, -4], [0, 4, 1, -6], [1, 3, 0, 5], [1, 0, 1, -4], [1, 4, 0, 2], [1, 0, 0, 5], [0, 4, 3, 6], [0, 2, 0, 5], [0, 0, 5, 5]]
109 // [[0, 4, 1, -6], [0, 6, 5, 2], [1, 3, 0, 5], [0, 5, 0, 4], [0, 3, 2, 5], [0, 1, 5, -5], [1, 1, 0, -5], [0, 3, 2, -4], [0, 5, 4, -2], [1, 4, 1, 2], [0, 2, 0, 5], [1, 4, 0, 6], [0, 0, 2, -3], [0, 4, 3, 6], [0, 3, 4, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 1, 6], [0, 0, 0, 3], [0, 0, 0, 5], [0, 5, 3, -4], [1, 0, 0, 6.049803567362803], [0, 1, 1, 4], [1, 0, 0, 5]]
57 // [[0, 6, 0, -3], [0, 5, 0, 4], [0, 6, 0, -3], [0, 2, 0, 3], [1, 1, 1, -4], [0, 5, 0, 4], [1, 4, 0, -6], [0, 0, 5, -4], [0, 5, 0, -2], [0, 3, 2, 4], [1, 4, 1, 5], [0, 4, 0, -3], [1, 1, 0, -5], [0, 0, 5, 5], [0, 1, 0, -4], [1, 0, 0, 5], [0, 5, 2, -6], [0, 5, 2, -6], [0, 3, 3, 2], [0, 0, 0, 3], [0, 3, 0, 0], [0, 3, 3, 2], [1, 4, 0, 6], [0, 0, 4, -3]]
56 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
56 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
56 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
56 // [[1, 4, 0, 2], [1, 4, 0, 6], [0, 0, 3, -1], [0, 6, 0, -3], [0, 5, 0, 4], [1, 1, 1, -4], [0, 3, 2, 4], [0, 3, 4, 5.770045047612639], [1, 1, 1, -5], [0, 4, 0, -3], [0, 0, 2, -3], [0, 0, 1, 6], [0, 0, 1, 6], [0, 4, 5, 2], [0, 0, 0, 3], [0, 3, 3, 2], [1, 0, 0, 6.049803567362803], [1, 1, 0, -5], [0, 0, 1, 5], [1, 0, 0, 5], [1, 0, 0, 4], [0, 0, 5, -4], [1, 4, 1, 1], [0, 3, 4, -2]]
55 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
55 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
55 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
55 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
52 // [[0, 0, 4, -3], [1, 4, 0, -6], [0, 0, 5, -4], [0, 5, 5, 6], [0, 5, 2, -6], [0, 3, 4, -2], [1, 4, 1, 1], [0, 2, 4, -1], [0, 0, 3, -3], [1, 4, 0, 6], [0, 0, 1, 6], [0, 3, 4, 5.770045047612639], [0, 2, 0, -2], [1, 4, 0, 2], [1, 0, 0, 5], [0, 3, 2, 6], [0, 3, 2, 4], [1, 1, 0, -5], [0, 0, 2, -3], [1, 0, 0, -4], [1, 5, 0, 4.710960809001053], [1, 0, 1, 0], [0, 1, 0, -4], [1, 4, 1, 5]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 1, 1, 4], [1, 4, 0, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 1, 5, -5], [0, 0, 0, 3], [1, 0, 0, -3.004461551258948], [1, 3, 0, 5], [1, 0, 0, -6], [1, 4, 1, 2], [0, 0, 0, 5], [0, 1, 0, -1], [1, 0, 0, 5], [1, 0, 0, 5], [0, 1, 0, -1], [0, 5, 3, 6], [0, 0, 0, 3], [1, 0, 1, -4], [1, 0, 0, -6], [0, 3, 2, 5], [1, 3, 0, 5], [1, 4, 0, 3], [1, 4, 0, 6], [1, 4, 0, 3]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
51 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
50 // [[0, 6, 5, 2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, -4], [1, 4, 0, 2], [1, 0, 0, 4], [1, 0, 1, 0], [1, 1, 0, -5], [0, 0, 1, 6], [0, 3, 4, -2], [0, 2, 0, -2], [0, 3, 4, 5.770045047612639], [0, 3, 2, 6], [0, 0, 2, -3], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 3, -1], [0, 5, 3, -4], [1, 4, 1, 1], [0, 6, 0, 5], [1, 1, 1, -5], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803]]
